# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/eco_gff.gff" "-o" "counts/eco_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/eco_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/eco_glyc_1Aligned.sortedByCoord.out.bam
cds-BAB37405.1	BA000007.3	3989837	3990136	+	300	407
cds-BAB37406.1	BA000007.3	3990232	3990714	+	483	94
cds-BAB37407.1	BA000007.3	3990784	3991770	+	987	293
cds-BAB37408.1	BA000007.3	3992062	3992427	+	366	206
cds-BAB37409.1	BA000007.3	3992668	3993024	+	357	18
cds-BAB37410.1	BA000007.3	3993075	3993971	-	897	325
cds-BAB37411.1	BA000007.3	3994076	3994777	+	702	45
cds-BAB37412.2	BA000007.3	3994800	3994964	+	165	21
cds-BAB37413.1	BA000007.3	3995098	3996408	-	1311	80
cds-BAB37414.1	BA000007.3	3996436	3997767	-	1332	90
cds-BAB37415.1	BA000007.3	3998042	3999406	-	1365	59
cds-BAB37416.2	BA000007.3	3999478	3999867	-	390	23
cds-BAB37417.1	BA000007.3	3999881	4002175	-	2295	63
cds-BAB37418.2	BA000007.3	4002209	4003417	-	1209	18
cds-BAB37419.1	BA000007.3	4003443	4004774	-	1332	51
cds-BAB37420.1	BA000007.3	4004796	4005785	-	990	27
cds-BAB37421.1	BA000007.3	4005884	4006822	-	939	40
cds-BAB37422.1	BA000007.3	4007011	4007355	+	345	3
cds-BAB37423.2	BA000007.3	4007611	4008150	+	540	26
cds-BAB37424.1	BA000007.3	4008172	4009359	+	1188	85
cds-BAB37425.2	BA000007.3	4009988	4011133	-	1146	139
cds-BAB37426.2	BA000007.3	4011230	4012120	-	891	47
cds-BAB37427.1	BA000007.3	4012150	4012920	-	771	40
cds-BAB37428.1	BA000007.3	4012936	4014270	-	1335	8
cds-BAB37429.1	BA000007.3	4014645	4016216	+	1572	37
cds-BAB37430.1	BA000007.3	4016365	4016700	+	336	426
cds-BAB37431.1	BA000007.3	4016700	4017164	+	465	495
cds-BAB37432.1	BA000007.3	4017219	4018028	-	810	931
cds-BAB37433.1	BA000007.3	4018277	4019557	+	1281	32
cds-BAB37434.2	BA000007.3	4019580	4020053	+	474	4
cds-BAB37435.1	BA000007.3	4020064	4020843	+	780	3
cds-BAB37436.1	BA000007.3	4020833	4021711	+	879	3
cds-BAB37437.1	BA000007.3	4021729	4022163	+	435	0
cds-BAB37438.2	BA000007.3	4022160	4023293	+	1134	15
cds-BAB37439.1	BA000007.3	4023644	4024798	+	1155	27
cds-BAB37440.1	BA000007.3	4024811	4025671	+	861	22
cds-BAB37441.1	BA000007.3	4025838	4026314	+	477	9
cds-ECs_5782	BA000007.3	4026353	4027156	+	804	13
cds-ECs_5753	BA000007.3	4027146	4027937	+	792	7
cds-ECs_4019	BA000007.3	4027992	4028693	+	702	19
cds-BAB37443.1	BA000007.3	4029094	4029678	+	585	53
cds-BAB37444.2	BA000007.3	4029779	4030453	+	675	26
cds-BAB37445.1	BA000007.3	4030482	4032998	+	2517	396
cds-ECs_4023	BA000007.3	4033009	4033362	+	354	54
cds-BAB37447.1	BA000007.3	4033388	4033714	+	327	0
cds-BAB37448.2	BA000007.3	4033714	4034601	+	888	3
cds-ECs_4026	BA000007.3	4034567	4035058	+	492	73
cds-BAB37450.1	BA000007.3	4035101	4035961	-	861	375
cds-BAB37451.1	BA000007.3	4036026	4038062	+	2037	1392
cds-BAB37452.1	BA000007.3	4038020	4038415	+	396	320
cds-BAB37453.1	BA000007.3	4038435	4039025	+	591	614
cds-BAB37454.1	BA000007.3	4039035	4039610	+	576	487
cds-BAB37455.1	BA000007.3	4039724	4040764	-	1041	680
cds-BAB37456.2	BA000007.3	4040837	4041472	-	636	164
cds-BAB37457.2	BA000007.3	4041600	4042118	+	519	218
cds-BAB37458.1	BA000007.3	4042098	4042541	-	444	74
cds-BAB37459.1	BA000007.3	4042592	4042894	+	303	128
cds-BAB37460.1	BA000007.3	4042881	4043384	-	504	360
cds-BAB37461.1	BA000007.3	4043378	4043902	-	525	816
cds-BAB37462.1	BA000007.3	4044111	4045106	+	996	108
cds-BAB37463.2	BA000007.3	4045115	4045993	+	879	90
cds-BAB37464.1	BA000007.3	4046074	4047081	+	1008	244
cds-BAB37465.1	BA000007.3	4047198	4048442	-	1245	290
cds-BAB37466.2	BA000007.3	4048596	4050485	-	1890	7842
cds-BAB37467.1	BA000007.3	4050665	4051549	-	885	17336
cds-BAB37468.2	BA000007.3	4051658	4053793	-	2136	16419
cds-BAB37469.1	BA000007.3	4054040	4054309	-	270	16482
cds-BAB37470.1	BA000007.3	4054458	4055402	-	945	1937
cds-BAB37471.1	BA000007.3	4055402	4055803	-	402	852
cds-BAB37472.1	BA000007.3	4055968	4058640	-	2673	18239
cds-BAB37473.1	BA000007.3	4058665	4060152	-	1488	8053
cds-BAB37474.2	BA000007.3	4060180	4060632	-	453	2864
cds-BAB37475.1	BA000007.3	4061263	4062606	+	1344	349
cds-BAB37476.2	BA000007.3	4062614	4064131	-	1518	150
cds-BAB37477.1	BA000007.3	4064799	4065131	-	333	5882
cds-BAB37478.1	BA000007.3	4065359	4066696	-	1338	3816
cds-BAB37479.2	BA000007.3	4066689	4067537	-	849	709
cds-BAB37480.2	BA000007.3	4067627	4069570	-	1944	9699
cds-BAB37481.1	BA000007.3	4069661	4070290	-	630	2134
cds-BAB37482.1	BA000007.3	4070416	4070709	+	294	5549
cds-BAB37483.2	BA000007.3	4070865	4071341	-	477	1354
cds-BAB37484.1	BA000007.3	4071589	4073022	+	1434	340
cds-BAB37485.1	BA000007.3	4073062	4074234	-	1173	4060
cds-BAB37486.1	BA000007.3	4074250	4075215	-	966	4299
cds-BAB37487.1	BA000007.3	4075342	4075599	-	258	11177
cds-BAB37488.1	BA000007.3	4075620	4075931	-	312	21393
cds-BAB37489.1	BA000007.3	4076190	4077161	+	972	2644
cds-BAB37490.1	BA000007.3	4077390	4077668	+	279	254
cds-BAB37491.1	BA000007.3	4077716	4078975	-	1260	2426
cds-BAB37492.1	BA000007.3	4079030	4079299	-	270	1115
cds-BAB37493.2	BA000007.3	4079444	4079737	-	294	810
cds-BAB37494.1	BA000007.3	4079737	4080372	-	636	1317
cds-BAB37495.1	BA000007.3	4080391	4080942	-	552	1269
cds-BAB37496.1	BA000007.3	4080947	4081729	-	783	1735
cds-BAB37497.1	BA000007.3	4081737	4082546	-	810	3114
cds-BAB37498.1	BA000007.3	4082756	4083733	+	978	694
cds-BAB37499.1	BA000007.3	4083747	4084733	+	987	1466
cds-BAB37500.1	BA000007.3	4084754	4085320	+	567	1118
cds-BAB37501.1	BA000007.3	4085317	4085892	+	576	1643
cds-BAB37502.1	BA000007.3	4085861	4086418	+	558	1761
cds-BAB37503.1	BA000007.3	4086425	4087150	+	726	1164
cds-BAB37504.1	BA000007.3	4087198	4088631	+	1434	2664
cds-BAB37505.1	BA000007.3	4088654	4088941	+	288	935
cds-BAB37506.1	BA000007.3	4089059	4089550	+	492	1087
cds-BAB37507.1	BA000007.3	4089596	4090450	+	855	2034
cds-BAB37508.1	BA000007.3	4090447	4090719	+	273	395
cds-BAB37509.1	BA000007.3	4090933	4091565	+	633	294
cds-BAB37510.1	BA000007.3	4091562	4092290	-	729	208
cds-BAB37511.2	BA000007.3	4092287	4092940	-	654	230
cds-BAB37512.1	BA000007.3	4093170	4095506	-	2337	1258
cds-BAB37513.1	BA000007.3	4095602	4096531	-	930	34
cds-BAB37514.2	BA000007.3	4097112	4101665	+	4554	1110
cds-BAB37515.1	BA000007.3	4101678	4103096	+	1419	847
cds-BAB37516.1	BA000007.3	4103280	4104329	+	1050	159
cds-BAB37517.1	BA000007.3	4104389	4104853	-	465	93
cds-BAB37518.2	BA000007.3	4104850	4105725	-	876	71
cds-BAB37519.1	BA000007.3	4105722	4106411	-	690	22
cds-BAB37520.2	BA000007.3	4106459	4107949	-	1491	37
cds-BAB37521.1	BA000007.3	4108058	4108951	-	894	62
cds-BAB37522.1	BA000007.3	4109073	4109864	-	792	264
cds-BAB37523.1	BA000007.3	4110244	4111608	+	1365	117
cds-BAB37524.1	BA000007.3	4111643	4112140	-	498	1302
cds-BAB37525.1	BA000007.3	4112146	4112784	-	639	2346
cds-BAB37526.1	BA000007.3	4113179	4113571	-	393	10280
cds-BAB37527.1	BA000007.3	4113587	4114015	-	429	21106
cds-BAB37528.1	BA000007.3	4114234	4115361	-	1128	396
cds-BAB37529.2	BA000007.3	4115555	4115953	+	399	1110
cds-BAB37530.1	BA000007.3	4116107	4117474	+	1368	464
cds-BAB37531.1	BA000007.3	4117564	4118631	+	1068	684
cds-BAB37532.1	BA000007.3	4118695	4119633	-	939	1874
cds-BAB37533.1	BA000007.3	4120068	4120538	+	471	826
cds-BAB37534.2	BA000007.3	4120903	4121166	+	264	716
cds-BAB37535.1	BA000007.3	4121222	4121494	-	273	489
cds-BAB37536.1	BA000007.3	4121586	4123553	-	1968	158
cds-BAB37537.1	BA000007.3	4123559	4124488	-	930	272
cds-BAB37538.2	BA000007.3	4124496	4124699	-	204	87
cds-BAB37539.1	BA000007.3	4124882	4125811	+	930	322
cds-BAB37540.1	BA000007.3	4125945	4127390	-	1446	1303
cds-BAB37541.1	BA000007.3	4127546	4131346	-	3801	1177
cds-BAB37542.1	BA000007.3	4131414	4132883	-	1470	1814
cds-BAB37543.1	BA000007.3	4132873	4133466	-	594	1449
cds-BAB37544.1	BA000007.3	4133475	4133963	-	489	1124
cds-BAB37545.1	BA000007.3	4133963	4135066	-	1104	2098
cds-BAB37546.2	BA000007.3	4135132	4136175	-	1044	5632
cds-BAB37547.1	BA000007.3	4136480	4138420	-	1941	1306
cds-BAB37548.1	BA000007.3	4138572	4139546	+	975	456
cds-BAB37550.1	BA000007.3	4140524	4140994	+	471	4868
cds-BAB37551.1	BA000007.3	4141005	4142354	+	1350	12086
cds-BAB37552.1	BA000007.3	4142463	4142705	+	243	57
cds-BAB37553.2	BA000007.3	4142695	4144146	+	1452	386
cds-BAB37554.1	BA000007.3	4144158	4145039	+	882	688
cds-BAB37555.1	BA000007.3	4145368	4146333	+	966	5858
cds-BAB37556.1	BA000007.3	4146359	4146655	+	297	2835
cds-BAB37557.2	BA000007.3	4146740	4147624	+	885	49
cds-BAB37558.1	BA000007.3	4147708	4147887	+	180	80
cds-BAB37559.1	BA000007.3	4147890	4148552	-	663	33
cds-BAB37560.1	BA000007.3	4148951	4150108	+	1158	65
cds-ECs_4138	BA000007.3	4150120	4153269	+	3150	122
cds-BAB37563.1	BA000007.3	4153522	4153743	+	222	380
cds-BAB37564.2	BA000007.3	4154174	4155199	+	1026	94
cds-BAB37565.2	BA000007.3	4155267	4156448	+	1182	56
cds-BAB37566.2	BA000007.3	4156458	4157561	+	1104	29
cds-BAB37567.1	BA000007.3	4157569	4158327	+	759	140
cds-BAB37568.2	BA000007.3	4164376	4164930	+	555	952
cds-BAB37569.1	BA000007.3	4164906	4165163	-	258	533
cds-BAB37570.1	BA000007.3	4165160	4165978	-	819	1780
cds-BAB37571.1	BA000007.3	4165983	4166555	-	573	1414
cds-BAB37572.2	BA000007.3	4166560	4167102	-	543	1653
cds-BAB37573.1	BA000007.3	4167131	4167604	-	474	776
cds-BAB37574.1	BA000007.3	4167576	4168700	-	1125	683
cds-BAB37575.1	BA000007.3	4168830	4169339	+	510	4495
cds-BAB37576.1	BA000007.3	4169354	4170301	+	948	4305
cds-BAB37577.2	BA000007.3	4170347	4171636	+	1290	3084
cds-BAB37578.1	BA000007.3	4171658	4173034	+	1377	1264
cds-BAB37579.1	BA000007.3	4173164	4173574	+	411	628
cds-BBE29458.1	BA000007.3	4173571	4173789	-	219	910
cds-BAB37580.1	BA000007.3	4173845	4174270	-	426	267
cds-BAB37581.1	BA000007.3	4174281	4174649	-	369	492
cds-BAB37582.1	BA000007.3	4174756	4175139	-	384	12794
cds-BAB37583.1	BA000007.3	4175180	4176169	-	990	49709
cds-BAB37584.1	BA000007.3	4176195	4176815	-	621	38508
cds-BAB37585.1	BA000007.3	4176849	4177238	-	390	16913
cds-BAB37586.1	BA000007.3	4177255	4177611	-	357	29618
cds-BAB37587.1	BA000007.3	4177758	4177874	-	117	14749
cds-BAB37588.1	BA000007.3	4177906	4179237	-	1332	61572
cds-BAB37589.1	BA000007.3	4179245	4179679	-	435	19513
cds-BAB37590.1	BA000007.3	4179683	4179862	-	180	4886
cds-BAB37591.1	BA000007.3	4179866	4180369	-	504	18625
cds-BAB37592.1	BA000007.3	4180384	4180737	-	354	12380
cds-BAB37593.1	BA000007.3	4180747	4181280	-	534	30616
cds-BAB37594.1	BA000007.3	4181293	4181685	-	393	17816
cds-BAB37595.1	BA000007.3	4181719	4182024	-	306	26212
cds-BAB37596.1	BA000007.3	4182039	4182578	-	540	25823
cds-BAB37597.1	BA000007.3	4182593	4182907	-	315	11279
cds-BAB37598.1	BA000007.3	4182918	4183289	-	372	20391
cds-BAB37599.1	BA000007.3	4183454	4183708	-	255	18642
cds-BAB37600.1	BA000007.3	4183708	4183899	-	192	8248
cds-BAB37601.1	BA000007.3	4183899	4184309	-	411	15664
cds-BAB37602.1	BA000007.3	4184322	4185023	-	702	29291
cds-BAB37603.1	BA000007.3	4185041	4185373	-	333	19299
cds-BAB37604.1	BA000007.3	4185388	4185666	-	279	13961
cds-BAB37605.1	BA000007.3	4185683	4186504	-	822	39823
cds-BAB37606.1	BA000007.3	4186522	4186824	-	303	18308
cds-BAB37607.1	BA000007.3	4186821	4187426	-	606	19480
cds-BAB37608.1	BA000007.3	4187437	4188066	-	630	38049
cds-BAB37609.1	BA000007.3	4188099	4188410	-	312	24825
cds-BAB37611.1	BA000007.3	4188789	4189256	+	468	0
cds-BAB37612.1	BA000007.3	4189253	4189729	-	477	1051
cds-BBE29459.1	BA000007.3	4189802	4189996	-	195	0
cds-BAB37613.1	BA000007.3	4190179	4191363	-	1185	21999
cds-BAB37614.1	BA000007.3	4191434	4193548	-	2115	80402
cds-BAB37615.1	BA000007.3	4193645	4194115	-	471	17062
cds-BAB37616.1	BA000007.3	4194212	4194586	-	375	15576
cds-BAB37617.1	BA000007.3	4194712	4194999	-	288	647
cds-BAB37618.1	BA000007.3	4195007	4195366	-	360	458
cds-BAB37619.1	BA000007.3	4195366	4195752	-	387	936
cds-BAB37620.2	BA000007.3	4195752	4196474	-	723	2265
cds-BAB37621.1	BA000007.3	4196641	4197453	-	813	4995
cds-BAB37622.1	BA000007.3	4197674	4197892	+	219	320
cds-BAB37623.1	BA000007.3	4197941	4198531	-	591	5687
cds-BBE29460.1	BA000007.3	4198626	4198826	-	201	154
cds-BAB37624.1	BA000007.3	4198863	4200641	-	1779	302
cds-BAB37625.2	BA000007.3	4200641	4201192	-	552	154
cds-BAB37626.1	BA000007.3	4201323	4203236	+	1914	1238
cds-BAB37627.1	BA000007.3	4203236	4204258	+	1023	374
cds-BAB37628.1	BA000007.3	4204252	4204470	+	219	81
cds-BAB37629.1	BA000007.3	4204524	4205393	+	870	472
cds-BAB37630.1	BA000007.3	4205448	4205852	-	405	635
cds-BAB37631.1	BA000007.3	4206154	4206786	+	633	5071
cds-BAB37632.1	BA000007.3	4206837	4208927	+	2091	1015
cds-BAB37633.1	BA000007.3	4208994	4210214	-	1221	391
cds-BAB37634.1	BA000007.3	4210300	4210863	-	564	418
cds-BAB37635.1	BA000007.3	4210895	4211497	-	603	370
cds-BAB37636.1	BA000007.3	4211487	4211654	-	168	177
cds-BAB37637.1	BA000007.3	4211759	4212331	-	573	828
cds-BAB37638.1	BA000007.3	4212602	4213783	+	1182	346
cds-BAB37639.2	BA000007.3	4214045	4216588	+	2544	649
cds-BAB37640.1	BA000007.3	4216585	4216911	+	327	59
cds-BAB37641.2	BA000007.3	4217037	4217843	+	807	31
cds-BAB37642.1	BA000007.3	4217862	4219235	+	1374	581
cds-BAB37643.1	BA000007.3	4219490	4219657	+	168	64
cds-BAB37644.2	BA000007.3	4219953	4221290	+	1338	20
cds-BAB37645.2	BA000007.3	4221311	4222333	+	1023	30
cds-BAB37646.1	BA000007.3	4222384	4223211	+	828	27
cds-ECs_4224	BA000007.3	4223211	4223996	+	786	50
cds-BAB37648.2	BA000007.3	4224096	4224827	+	732	237
cds-BAB37649.1	BA000007.3	4224958	4225962	-	1005	2588
cds-BAB37650.1	BA000007.3	4225955	4226713	-	759	796
cds-BAB37651.1	BA000007.3	4226706	4227383	-	678	606
cds-BAB37652.1	BA000007.3	4227401	4228237	-	837	1449
cds-BAB37653.1	BA000007.3	4228344	4229630	-	1287	7189
cds-BAB37654.1	BA000007.3	4229722	4230810	-	1089	5354
cds-BAB37655.2	BA000007.3	4230867	4231544	-	678	3902
cds-BAB37656.2	BA000007.3	4231789	4232997	-	1209	70
cds-BAB37657.2	BA000007.3	4232939	4233343	-	405	27
cds-BAB37658.1	BA000007.3	4233333	4233773	-	441	15
cds-BAB37659.1	BA000007.3	4233757	4234296	-	540	22
cds-BAB37660.1	BA000007.3	4234280	4235074	-	795	67
cds-BAB37661.2	BA000007.3	4235194	4237746	+	2553	1384
cds-BAB37662.1	BA000007.3	4237911	4238471	-	561	1457
cds-BAB37663.2	BA000007.3	4238803	4240926	+	2124	667
cds-BAB37664.2	BA000007.3	4240991	4241659	+	669	886
cds-BAB37665.1	BA000007.3	4241670	4242071	+	402	531
cds-BAB37666.1	BA000007.3	4242096	4242974	+	879	1351
cds-BAB37667.1	BA000007.3	4243037	4244761	-	1725	285
cds-BAB37668.1	BA000007.3	4245140	4246762	+	1623	1848
cds-BAB37669.1	BA000007.3	4246838	4248190	-	1353	469
cds-BAB37670.1	BA000007.3	4248187	4248906	-	720	499
cds-BAB37671.2	BA000007.3	4249134	4249610	+	477	241
cds-BAB37672.2	BA000007.3	4249707	4252028	+	2322	1917
cds-BAB37673.1	BA000007.3	4252466	4252693	+	228	148
cds-BAB37674.2	BA000007.3	4252710	4255031	+	2322	1013
cds-BAB37675.1	BA000007.3	4255031	4255267	+	237	208
cds-BAB37676.1	BA000007.3	4255470	4256348	+	879	186
cds-BAB37678.2	BA000007.3	4256375	4257145	-	771	282
cds-BAB37677.2	BA000007.3	4257183	4257866	+	684	445
cds-BAB37679.1	BA000007.3	4257925	4258500	+	576	2958
cds-BAB37680.1	BA000007.3	4258861	4260177	+	1317	229
cds-BAB37681.1	BA000007.3	4260222	4262306	-	2085	403
cds-BAB37682.1	BA000007.3	4262316	4264709	-	2394	371
cds-BAB37683.1	BA000007.3	4265321	4268026	+	2706	2021
cds-BAB37684.2	BA000007.3	4268093	4268371	+	279	0
cds-BAB37685.1	BA000007.3	4268362	4268847	+	486	0
cds-BAB37686.2	BA000007.3	4268897	4269925	-	1029	158
cds-BAB37687.1	BA000007.3	4269929	4271155	-	1227	79
cds-BAB37688.1	BA000007.3	4271343	4272941	+	1599	116
cds-BAB37689.1	BA000007.3	4272923	4273681	-	759	729
cds-BAB37690.1	BA000007.3	4273698	4274528	-	831	1261
cds-BAB37691.1	BA000007.3	4274573	4274899	-	327	573
cds-BAB37692.1	BA000007.3	4275089	4276594	+	1506	5404
cds-BAB37693.2	BA000007.3	4276809	4277411	-	603	74
cds-BAB37694.1	BA000007.3	4277411	4278403	-	993	1
cds-BAB37695.2	BA000007.3	4278429	4279937	-	1509	113
cds-BAB37696.1	BA000007.3	4280062	4282509	-	2448	2158
cds-BAB37697.1	BA000007.3	4282528	4283961	-	1434	829
cds-BAB37698.1	BA000007.3	4283961	4285256	-	1296	1068
cds-BAB37699.1	BA000007.3	4285274	4287247	-	1974	1033
cds-BAB37700.1	BA000007.3	4287244	4289430	-	2187	1467
cds-BAB37701.1	BA000007.3	4289703	4290806	-	1104	3185
cds-BAB37702.1	BA000007.3	4290998	4291591	+	594	304
cds-BAB37703.2	BA000007.3	4291637	4292932	-	1296	1
cds-ECs_4281	BA000007.3	4292991	4294963	-	1973	0
cds-BAB37708.1	BA000007.3	4295103	4296443	-	1341	145
cds-BAB37709.2	BA000007.3	4296447	4296974	-	528	64
cds-BAB37710.1	BA000007.3	4297113	4298108	-	996	1034
cds-BAB37711.1	BA000007.3	4298332	4299027	-	696	508
cds-BAB37712.1	BA000007.3	4299150	4300187	-	1038	434
cds-BAB37713.1	BA000007.3	4300521	4301009	+	489	34
cds-BAB37714.1	BA000007.3	4301220	4302131	+	912	6
cds-BAB37716.1	BA000007.3	4302865	4304610	-	1746	80
cds-BAB37717.1	BA000007.3	4304730	4305170	+	441	401
cds-BAB37718.1	BA000007.3	4305157	4305900	-	744	745
cds-BAB37719.2	BA000007.3	4305897	4306967	-	1071	246
cds-BAB37720.1	BA000007.3	4306969	4307814	-	846	38
cds-BAB37721.1	BA000007.3	4307811	4308698	-	888	23
cds-BAB37722.1	BA000007.3	4308796	4310112	-	1317	153
cds-BAB37723.1	BA000007.3	4310472	4311218	-	747	1
cds-BAB37724.2	BA000007.3	4311337	4312050	-	714	129
cds-BAB37725.1	BA000007.3	4312052	4312819	-	768	47
cds-BAB37726.1	BA000007.3	4312816	4314093	-	1278	79
cds-BAB37727.1	BA000007.3	4314090	4315016	-	927	37
cds-BAB37728.1	BA000007.3	4315064	4316173	-	1110	168
cds-BAB37729.1	BA000007.3	4316597	4316980	+	384	229
cds-BAB37730.1	BA000007.3	4316977	4317504	-	528	0
cds-BAB37731.1	BA000007.3	4317511	4317777	-	267	1
cds-BAB37732.2	BA000007.3	4317927	4319030	-	1104	169
cds-BAB37733.1	BA000007.3	4319301	4320155	-	855	4666
cds-BAB37734.1	BA000007.3	4320400	4321458	-	1059	2052
cds-BAB37735.1	BA000007.3	4321451	4322119	-	669	1345
cds-BAB37736.1	BA000007.3	4322122	4323618	-	1497	3624
cds-BAB37737.1	BA000007.3	4323768	4324364	+	597	583
cds-BAB37738.1	BA000007.3	4324354	4324623	+	270	124
cds-BAB37739.1	BA000007.3	4324626	4324985	-	360	168
cds-BAB37740.1	BA000007.3	4325126	4325752	+	627	311
cds-BAB37741.1	BA000007.3	4325826	4328024	+	2199	1715
cds-BAB37742.1	BA000007.3	4328126	4328371	-	246	1168
cds-BAB37743.1	BA000007.3	4328592	4329257	+	666	184
cds-BAB37744.2	BA000007.3	4329330	4329887	+	558	1455
cds-BAB37745.2	BA000007.3	4329891	4331141	-	1251	270
cds-BAB37746.2	BA000007.3	4331240	4332289	+	1050	395
cds-BAB37747.1	BA000007.3	4332681	4333058	+	378	0
cds-BAB37748.2	BA000007.3	4333127	4334185	+	1059	0
cds-BAB37749.2	BA000007.3	4334226	4334948	+	723	1
cds-BAB37750.2	BA000007.3	4334945	4335766	+	822	0
cds-BAB37751.1	BA000007.3	4335741	4335998	+	258	0
cds-BAB37752.1	BA000007.3	4336010	4336261	+	252	0
cds-BAB37753.1	BA000007.3	4336266	4336847	+	582	0
cds-BAB37754.1	BA000007.3	4336844	4338205	+	1362	0
cds-BAB37755.1	BA000007.3	4338192	4338545	+	354	1
cds-BAB37756.1	BA000007.3	4338536	4340212	+	1677	0
cds-BAB37757.1	BA000007.3	4340216	4340638	+	423	0
cds-BAB37758.1	BA000007.3	4340635	4341240	+	606	3
cds-BAB37759.2	BA000007.3	4341209	4343527	+	2319	103
cds-BAB37760.1	BA000007.3	4343524	4344108	+	585	0
cds-BAB37761.1	BA000007.3	4344110	4345279	+	1170	9
cds-BAB37762.1	BA000007.3	4345276	4345740	+	465	0
cds-BAB37763.1	BA000007.3	4345740	4346471	+	732	0
cds-BAB37764.1	BA000007.3	4346468	4347697	+	1230	89
cds-BAB37765.1	BA000007.3	4347699	4348286	+	588	780
cds-BAB37766.1	BA000007.3	4348397	4349971	+	1575	212
cds-BAB37767.1	BA000007.3	4349971	4350915	+	945	83
cds-BAB37768.1	BA000007.3	4350912	4351745	+	834	70
cds-BAB37769.1	BA000007.3	4351745	4352509	+	765	103
cds-BAB37770.1	BA000007.3	4352506	4353312	+	807	61
cds-BAB37771.1	BA000007.3	4353318	4353719	+	402	64
cds-BAB37772.2	BA000007.3	4353918	4354664	+	747	0
cds-BAB37773.1	BA000007.3	4354689	4355162	+	474	0
cds-BAB37774.1	BA000007.3	4355159	4355440	+	282	0
cds-BAB37775.1	BA000007.3	4355517	4356875	+	1359	0
cds-BAB37776.1	BA000007.3	4356868	4358376	+	1509	5
cds-BAB37777.1	BA000007.3	4358366	4358635	+	270	0
cds-BAB37778.1	BA000007.3	4358667	4359527	+	861	0
cds-BAB37779.1	BA000007.3	4359577	4359936	-	360	0
cds-BAB37780.1	BA000007.3	4359933	4360208	-	276	1
cds-BAB37781.2	BA000007.3	4360281	4361405	-	1125	147
cds-BAB37782.2	BA000007.3	4361405	4364140	-	2736	443
cds-BAB37783.1	BA000007.3	4364137	4365204	-	1068	257
cds-BAB37784.1	BA000007.3	4365570	4367192	-	1623	183
cds-BAB37785.1	BA000007.3	4367454	4369064	-	1611	99
cds-BAB37786.2	BA000007.3	4369448	4370500	+	1053	593
cds-BAB37787.1	BA000007.3	4370818	4372020	-	1203	535
cds-BAB37788.1	BA000007.3	4372252	4373751	+	1500	3442
cds-BAB37789.1	BA000007.3	4373822	4374157	-	336	371
cds-BAB37790.1	BA000007.3	4374548	4374982	+	435	793
cds-BAB37791.1	BA000007.3	4375299	4376768	+	1470	999
cds-BAB37792.1	BA000007.3	4376817	4377569	-	753	470
cds-BAB37793.1	BA000007.3	4377577	4379619	-	2043	2191
cds-BAB37794.1	BA000007.3	4379822	4380664	+	843	808
cds-BAB37795.1	BA000007.3	4380736	4382088	+	1353	1854
cds-BAB37796.1	BA000007.3	4382969	4383322	+	354	39
cds-BAB37797.1	BA000007.3	4383376	4384665	+	1290	114
cds-BAB37798.1	BA000007.3	4384678	4385103	+	426	59
cds-BAB37799.1	BA000007.3	4385730	4386845	+	1116	81
cds-BAB37800.2	BA000007.3	4387199	4387765	+	567	2362
cds-BAB37801.1	BA000007.3	4387921	4388451	+	531	1966
cds-BAB37802.1	BA000007.3	4388512	4389540	-	1029	0
cds-BAB37803.1	BA000007.3	4389589	4391571	-	1983	3
cds-BAB37805.1	BA000007.3	4392254	4393168	+	915	0
cds-BAB37806.1	BA000007.3	4393188	4394525	+	1338	0
cds-BAB37807.1	BA000007.3	4394538	4395032	+	495	1
cds-BAB37808.1	BA000007.3	4395032	4395655	+	624	0
cds-BAB37809.1	BA000007.3	4395740	4396696	+	957	1
cds-BAB37810.1	BA000007.3	4396693	4397463	+	771	0
cds-BAB37811.2	BA000007.3	4397515	4398090	-	576	3450
cds-BAB37812.1	BA000007.3	4398226	4398564	-	339	25390
cds-BAB37813.1	BA000007.3	4398668	4399000	-	333	65247
cds-BAB37814.1	BA000007.3	4399255	4399827	+	573	6635
cds-BAB37815.1	BA000007.3	4400626	4401153	+	528	6687
cds-BBE29461.1	BA000007.3	4401154	4401432	-	279	1060
cds-BAB37816.1	BA000007.3	4401492	4402649	+	1158	1110
cds-BAB37817.1	BA000007.3	4402674	4405787	+	3114	3641
cds-BAB37818.1	BA000007.3	4406150	4406878	-	729	2760
cds-BAB37819.1	BA000007.3	4407246	4408070	-	825	17169
cds-BAB37820.1	BA000007.3	4408441	4409841	-	1401	4268
cds-BAB37821.1	BA000007.3	4410052	4411449	-	1398	195
cds-BAB37822.1	BA000007.3	4411854	4413503	+	1650	576
cds-BAB37823.1	BA000007.3	4413554	4414156	-	603	114
cds-BAB37824.1	BA000007.3	4414604	4415575	+	972	36
cds-BAB37825.1	BA000007.3	4415624	4416637	+	1014	107
cds-BAB37826.1	BA000007.3	4417049	4418371	+	1323	69
cds-BAB37827.2	BA000007.3	4418553	4420613	-	2061	316
cds-BAB37828.2	BA000007.3	4420683	4421450	-	768	12
cds-BAB37829.2	BA000007.3	4421682	4422611	+	930	755
