# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_glyc_1Aligned.sortedByCoord.out.bam
cds-CAO77671.1	CU329671.1	4508450	4508809	+	360	0
cds-CCD31385.1	CU329671.1	4512231	4512620	+	390	0
cds-CAO77673.1	CU329671.1;CU329671.1	4513701;4514112	4514053;4514601	-;-	843	1
cds-SPOM_SPBCPT2R1.05C	CU329671.1	4515203	4515379	-	177	0
cds-SPOM_SPBCPT2R1.06C	CU329671.1;CU329671.1	4519772;4520111	4520108;4520391	-;-	618	0
cds-SPOM_SPBCPT2R1.07C	CU329671.1	4523274	4524970	-	1697	0
cds-SPOM_SPBCPT2R1.10	CU329671.1	4526225	4526884	+	660	1
cds-CAO77679.1	CU329671.1	4526885	4532644	+	5760	0
cds-CAC22108.1	CU329672.1	28680	29423	-	744	13
cds-CAC22109.1	CU329672.1	31185	31520	-	336	6
cds-SPOM_SPCP20C8.03	CU329672.1;CU329672.1	32624;32959	32956;33393	+;+	768	0
cds-CCD31386.1	CU329672.1	36421	36657	+	237	0
cds-CAO77681.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	36972;37169;37872;38193	36985;37724;38142;38788	+;+;+;+	1437	19
cds-CAA21158.3	CU329672.1	43845	45071	+	1227	170
cds-CAA21227.1	CU329672.1	45695	46912	-	1218	80
cds-CAA21228.1	CU329672.1	47741	48475	-	735	324
cds-CAA21229.2	CU329672.1;CU329672.1;CU329672.1	50527;50602;50678	50552;50626;52537	+;+;+	1911	372
cds-CAA21230.1	CU329672.1	52910	54112	-	1203	158
cds-CAA21231.1	CU329672.1;CU329672.1;CU329672.1	55579;55666;55823	55608;55779;56029	+;+;+	351	4
cds-CAA21232.1	CU329672.1	56927	58465	-	1539	885
cds-CBA11514.1	CU329672.1;CU329672.1	60428;60548	60490;60694	-;-	210	137
cds-CAA21233.1	CU329672.1;CU329672.1;CU329672.1	62999;63217;63436	63162;63336;64027	+;+;+	876	99
cds-CAA21234.1	CU329672.1	65489	66685	-	1197	125
cds-CAA21235.2	CU329672.1;CU329672.1	68531;69017	68953;69235	+;+	642	46
cds-CAA21236.1	CU329672.1	69641	71056	-	1416	203
cds-CAA21237.1	CU329672.1	73483	75360	+	1878	309
cds-CAA21238.1	CU329672.1	78044	79612	+	1569	54
cds-CAA21239.2	CU329672.1	80547	82040	+	1494	87
cds-CAA21054.1	CU329672.1	82860	84353	+	1494	169
cds-CAA21055.1	CU329672.1	85363	85932	+	570	174
cds-CAA21056.1	CU329672.1	86370	88610	-	2241	103
cds-CAA21057.1	CU329672.1;CU329672.1	88905;89421	89136;89557	-;-	369	430
cds-CAA21058.1	CU329672.1	89780	90349	+	570	695
cds-CAA21059.1	CU329672.1	91686	92723	+	1038	57
cds-CAA21060.2	CU329672.1;CU329672.1;CU329672.1	93146;93285;93618	93230;93496;94169	+;+;+	849	34
cds-CAA21061.1	CU329672.1;CU329672.1;CU329672.1	94731;94909;95116	94831;95046;96031	+;+;+	1155	201
cds-CAA21062.1	CU329672.1	96721	98001	+	1281	375
cds-CAA21063.1	CU329672.1	98721	99485	-	765	40
cds-CAA21064.1	CU329672.1	100255	102171	-	1917	201
cds-CAA21065.1	CU329672.1	102685	105576	-	2892	474
cds-CAA21066.1	CU329672.1;CU329672.1	105680;105785	105736;107419	+;+	1692	290
cds-CAD47846.1	CU329672.1;CU329672.1	108005;108318	108257;108337	-;-	273	26
cds-CAA20908.1	CU329672.1;CU329672.1;CU329672.1	109871;109994;110311	109938;110171;110502	-;-;-	438	264
cds-CAA20909.1	CU329672.1	112305	113378	-	1074	57
cds-CCD31387.1	CU329672.1;CU329672.1;CU329672.1	114921;114984;115183	114926;115116;115256	+;+;+	213	51
cds-CAA20910.1	CU329672.1	115781	116575	-	795	146
cds-CCD31388.1	CU329672.1	117578	117847	-	270	83
cds-CAA20911.1	CU329672.1	118423	118893	-	471	382
cds-CAA20912.1	CU329672.1	120913	122415	-	1503	239
cds-CAA20913.1	CU329672.1	124563	125978	+	1416	358
cds-CAA20914.1	CU329672.1	127294	129198	+	1905	203
cds-CAA20915.2	CU329672.1	129931	131013	+	1083	115
cds-CAA20916.1	CU329672.1	131517	135560	+	4044	580
cds-CAA20917.1	CU329672.1	135957	136499	-	543	147
cds-CAA20918.1	CU329672.1	137021	137749	+	729	51
cds-CAA20919.1	CU329672.1	138096	138545	-	450	175
cds-CAA20920.1	CU329672.1	139222	140193	-	972	259
cds-CAD88263.1	CU329672.1	141662	142729	+	1068	110
cds-CAA20922.1	CU329672.1;CU329672.1	143220;143294	143227;143843	-;-	558	57
cds-CAA20923.1	CU329672.1;CU329672.1;CU329672.1	144380;144589;144838	144435;144675;145237	+;+;+	543	87
cds-CAA18312.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	146210;147298;147669;147868	147251;147617;147731;148128	-;-;-;-	1686	250
cds-CAK9841248.1	CU329672.1;CU329672.1;CU329672.1	149153;150279;150374	150163;150323;150589	-;-;-	1272	86
cds-CAA18310.1	CU329672.1	151307	152824	-	1518	467
cds-CAA18308.1	CU329672.1;CU329672.1	158577;159251	159193;159503	-;-	870	211
cds-CAA18309.1	CU329672.1	155906	158191	+	2286	146
cds-CAA18307.1	CU329672.1	159993	161996	-	2004	158
cds-CAA18306.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	163074;163219;163357;163541;163754;163864;163959;164338;164783;164931;165104;165229;165385	163175;163294;163493;163696;163819;163906;164291;164726;164884;165059;165178;165336;165561	+;+;+;+;+;+;+;+;+;+;+;+;+	1893	114
cds-CAA18305.1	CU329672.1	165922	168525	-	2604	179
cds-CAA18304.1	CU329672.1	174183	176159	+	1977	5864
cds-CAA18303.1	CU329672.1	176957	178048	+	1092	506
cds-CAA21107.2	CU329672.1;CU329672.1	179039;179105	179065;180586	+;+	1509	98
cds-CAA21108.1	CU329672.1;CU329672.1;CU329672.1	181068;181368;181830	181319;181776;181966	-;-;-	798	85
cds-CAA21109.1	CU329672.1	183023	186877	-	3855	574
cds-CBA11515.1	CU329672.1;CU329672.1;CU329672.1	188100;188323;188468	188149;188414;188592	+;+;+	267	40
cds-CAA21110.1	CU329672.1;CU329672.1	189259;189844	189783;190092	+;+	774	67
cds-CAA21111.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	190730;191023;191238;191526	190845;191179;191402;191822	+;+;+;+	735	75
cds-CAA21112.1	CU329672.1	192446	193126	-	681	15
cds-CAA21113.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	194552;194694;195499;195971	194603;195460;195918;196426	+;+;+;+	1695	309
cds-CAA21114.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	196809;198905;199029;199196;199279	198830;198970;199133;199223;199316	-;-;-;-;-	2259	253
cds-CAA21115.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	200130;200172;200365;200643;200750;200900	200131;200276;200459;200683;200844;200987	+;+;+;+;+;+	426	568
cds-CAA21116.1	CU329672.1	201772	202707	-	936	8
cds-CAA21117.1	CU329672.1	204733	206340	+	1608	171
cds-CCD31389.1	CU329672.1	209313	209765	-	453	35
cds-CCD31390.1	CU329672.1	210809	211288	+	480	19
cds-CAA21118.1	CU329672.1	212313	213953	+	1641	5782
cds-CAE54965.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	215424;215850;216187;216591	215600;216078;216498;216910	+;+;+;+	1038	162
cds-SPOM_SPCC548.02C	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	219185;219315;219409;219734;220148	219261;219368;219684;219979;220286	-;-;-;-;-	792	7
cds-CAK9841274.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	221199;221395;221498;221726;222065;222566	221344;221457;221689;222016;222337;222701	-;-;-;-;-;-	1101	2
cds-CAK9841275.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	221199;221395;221498;221726;222065	221344;221457;221689;222016;222347	-;-;-;-;-	975	0
cds-CAB94946.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	223385;223451;223687;223853	223407;223603;223796;223860	+;+;+;+	294	48
cds-CAB94947.1	CU329672.1;CU329672.1	224087;225323	225172;225643	-;-	1407	137
cds-CAB94948.1	CU329672.1	226757	228400	-	1644	746
cds-CAB94949.1	CU329672.1	232834	234507	-	1674	417
cds-CAB59612.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	237554;237975;238139;238588;239151	237923;238080;238533;239092;239250	+;+;+;+;+	1476	181
cds-CAA19129.1	CU329672.1	239781	241208	-	1428	116
cds-CAA19130.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	243855;244160;244455;244802;244893	243993;244405;244760;244843;244969	+;+;+;+;+	810	23
cds-CAA19131.1	CU329672.1	245964	247628	+	1665	15
cds-CAA19132.1	CU329672.1	248551	250194	-	1644	1842
cds-CAK9841285.1	CU329672.1	256363	256950	-	588	79
cds-CAA19133.1	CU329672.1	260437	261732	+	1296	71
cds-CAA19134.1	CU329672.1;CU329672.1;CU329672.1	262811;262971;263093	262884;263041;264399	+;+;+	1452	608
cds-CAA19135.1	CU329672.1;CU329672.1	265445;265685	265644;267881	+;+	2397	587
cds-CAA19136.1	CU329672.1	268097	269479	-	1383	1896
cds-CAA19137.1	CU329672.1	270966	272465	+	1500	119
cds-CAA19138.1	CU329672.1	273167	274597	-	1431	530
cds-CAA19139.1	CU329672.1	275514	277211	-	1698	2481
cds-CAB62381.1	CU329672.1;CU329672.1	278906;279027	278983;279209	+;+	261	109
cds-CAA19140.2	CU329672.1	279434	280999	+	1566	326
cds-CAA19263.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	281902;281981;282056;282204	281936;281986;282137;282410	+;+;+;+	330	63
cds-CAA19262.1	CU329672.1	283422	284471	-	1050	986
cds-CAA19261.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	287640;287947;288968;289316	287905;288925;289276;289486	+;+;+;+	1725	198
cds-CAA19260.1	CU329672.1;CU329672.1;CU329672.1	289912;290063;292261	290007;292215;293014	+;+;+	3003	515
cds-CAA19259.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	293444;293976;294462;295021	293936;294415;294974;295218	+;+;+;+	1644	123
cds-CAA19258.1	CU329672.1;CU329672.1;CU329672.1	295482;296068;296357	295967;296266;296487	-;-;-	816	344
cds-SPOM_SPCC553.05C	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	297140;297266;297349;297705;298119	297216;297307;297655;297950;298258	-;-;-;-;-	812	28
cds-CAA19257.1	CU329672.1;CU329672.1	300340;302158	302102;302227	-;-	1833	132
cds-CAA19256.1	CU329672.1;CU329672.1	302352;304980	304934;305210	-;-	2814	267
cds-CAA19255.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	305988;306247;306624;307082;308292;308453	306194;306574;307035;308091;308408;308481	-;-;-;-;-;-	2103	840
cds-CAA19254.4	CU329672.1	310539	312686	+	2148	47
cds-CAA19266.1	CU329672.1	313183	314043	+	861	67
cds-CAA19267.1	CU329672.1	314364	315653	-	1290	114
cds-CAA19268.1	CU329672.1	316725	317852	-	1128	348
cds-CAK9841309.1	CU329672.1;CU329672.1;CU329672.1	320617;320964;321387	320755;321335;321523	+;+;+	648	58
cds-CAA19270.1	CU329672.1	323032	324867	+	1836	138
cds-CAA19271.1	CU329672.1;CU329672.1	324921;326947	326872;327094	-;-	2100	258
cds-CAA19272.1	CU329672.1;CU329672.1	327542;327702	327623;329461	+;+	1842	459
cds-CAA19273.1	CU329672.1	329749	330444	-	696	76
cds-CAA19274.1	CU329672.1	332025	332483	-	459	183
cds-CAA19275.1	CU329672.1;CU329672.1	334137;334637	334265;337012	+;+	2505	183
cds-CAA19276.3	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	337829;338030;338232;338395;339483	337985;338178;338347;339354;339567	-;-;-;-;-	1467	146
cds-CAA19277.1	CU329672.1	340769	341788	-	1020	127
cds-CAA19278.1	CU329672.1;CU329672.1	343034;343352	343084;345949	+;+	2649	232
cds-CAA19279.1	CU329672.1	349172	350227	+	1056	925
cds-CAA19280.2	CU329672.1;CU329672.1;CU329672.1	354456;354856;355269	354756;354946;357252	+;+;+	2376	527
cds-CAA20661.1	CU329672.1	358264	359733	-	1470	345
cds-CAA20662.1	CU329672.1	361356	361682	+	327	1
cds-CAA20663.2	CU329672.1	362699	363733	-	1035	164
cds-CAA20664.1	CU329672.1	364204	365478	-	1275	137
cds-CAA20665.1	CU329672.1;CU329672.1	365928;366954	366917;366989	-;-	1026	76
cds-CAA20666.1	CU329672.1;CU329672.1	368179;368840	368790;368995	-;-	768	180
cds-CAK9841327.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	371284;371353;371498;371612	371286;371438;371546;371677	+;+;+;+	204	495
cds-CAA20668.1	CU329672.1	372447	375086	-	2640	285
cds-CAA20669.1	CU329672.1;CU329672.1	375965;376628	376590;377882	-;-	1881	87
cds-CAK9841331.1	CU329672.1;CU329672.1;CU329672.1	379065;379728;380660	379652;380604;380823	-;-;-	1629	745
cds-CAA20670.1	CU329672.1;CU329672.1	378229;378690	378523;378925	+;+	531	161
cds-CAA20672.1	CU329672.1;CU329672.1	382377;382813	382767;383138	+;+	717	53
cds-CAA20673.1	CU329672.1;CU329672.1	384473;384821	384690;385868	+;+	1266	241
cds-CAA20674.1	CU329672.1	386124	388235	-	2112	158
cds-CAA20675.1	CU329672.1;CU329672.1;CU329672.1	388702;389318;389534	389218;389412;389824	-;-;-	903	75
cds-CAA20676.1	CU329672.1;CU329672.1	390747;390842	390797;391765	+;+	975	255
cds-CAA20677.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	392323;392486;393075;394172	392434;393025;394134;394184	-;-;-;-	1725	227
cds-CAA20678.1	CU329672.1	394883	396256	-	1374	106
cds-CAA20679.1	CU329672.1	399080	399898	+	819	56
cds-CAA20680.1	CU329672.1	400767	401348	+	582	447
cds-CAA20681.1	CU329672.1	402249	404498	+	2250	181
cds-CAA20682.2	CU329672.1;CU329672.1	405612;406303	405829;407251	+;+	1167	493
cds-CAB41650.1	CU329672.1;CU329672.1	408244;408758	408693;408823	-;-	516	150
cds-CAB41651.1	CU329672.1	409839	412067	-	2229	196
cds-CAB41652.1	CU329672.1	412765	415527	-	2763	520
cds-CAB41653.1	CU329672.1;CU329672.1;CU329672.1	416424;416616;417005	416532;416779;417577	-;-;-	846	126
cds-CAB41654.1	CU329672.1;CU329672.1	418476;419382	419319;419473	-;-	936	245
cds-CAB41655.1	CU329672.1;CU329672.1;CU329672.1	420000;420879;421073	420657;421012;421135	-;-;-	855	88
cds-CAB41656.1	CU329672.1	421703	422728	-	1026	951
cds-CAB41657.1	CU329672.1;CU329672.1	424547;426218	426143;426276	-;-	1656	455
cds-SPOM_SPCC306.10	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	427445;427752;428047;428336;428568;428681	427583;427997;428290;428527;428630;428763	+;+;+;+;+;+	967	11
cds-CAB41659.1	CU329672.1	430788	431639	+	852	95
cds-CAB09763.1	CU329672.1	432395	434674	-	2280	171
cds-CAB09765.1	CU329672.1	435937	438423	-	2487	369
cds-CAB09764.1	CU329672.1	439064	439660	-	597	101
cds-CAB09771.1	CU329672.1	440054	441271	-	1218	66
cds-CAB09770.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	441589;441749;442214;442492	441688;442145;442432;442696	+;+;+;+	921	70
cds-CAB09769.1	CU329672.1	443170	444756	-	1587	95
cds-CAB09768.1	CU329672.1	445404	446051	+	648	166
cds-CAK9841360.1	CU329672.1	446237	446407	-	171	12
cds-CAB09767.1	CU329672.1	447264	449729	+	2466	232
cds-CAB09766.1	CU329672.1	450465	451415	-	951	18
cds-CAB09777.1	CU329672.1	452369	454429	+	2061	152
cds-CAB09776.1	CU329672.1	455303	457210	+	1908	315
cds-CAB09775.1	CU329672.1	458100	459410	-	1311	565
cds-CAB09774.1	CU329672.1	460117	461502	+	1386	64
cds-CAB09773.1	CU329672.1	461951	462385	+	435	34
cds-CAJ77393.1	CU329672.1;CU329672.1	462720;462984	462815;464714	+;+	1827	103
cds-CAB09781.1	CU329672.1;CU329672.1	464937;465259	465129;465983	+;+	918	76
cds-CAB09780.1	CU329672.1	466796	467839	-	1044	153
cds-CAB09779.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	468839;469245;469396;469626	469135;469331;469497;469688	-;-;-;-	549	32
cds-CAB09778.1	CU329672.1	470668	472068	-	1401	630
cds-CAA18288.1	CU329672.1	474390	475571	-	1182	822
cds-CAA18287.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	476046;478400;478640;478800;478913	478343;478587;478745;478864;478988	-;-;-;-;-	2733	198
cds-CAA18286.1	CU329672.1;CU329672.1;CU329672.1	479727;479836;480013	479778;479946;481751	+;+;+	1902	272
cds-CAA18285.1	CU329672.1	482235	482798	-	564	459
cds-CAA18284.1	CU329672.1	483585	484739	+	1155	51
cds-CAA18283.1	CU329672.1;CU329672.1	484965;485977	485924;485979	-;-	963	72
cds-CAA20704.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	487167;487473;487768;488092;488324;488437	487305;487718;488046;488283;488386;488519	+;+;+;+;+;+	1002	39
cds-CAA20703.1	CU329672.1;CU329672.1	490068;490222	490157;492174	+;+	2043	378
cds-CAA20702.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	492370;492832;493108;493600;493780;494003;495673;495767	492784;493062;493549;493738;493954;495612;495722;495926	-;-;-;-;-;-;-;-	3222	256
cds-CAA20701.1	CU329672.1	496863	499766	-	2904	338
cds-CAA20700.1	CU329672.1	500859	502769	+	1911	147
cds-CAA20699.1	CU329672.1	503617	504525	-	909	240
cds-CAA20698.1	CU329672.1;CU329672.1	506415;506654	506492;506875	-;-	300	135
cds-CAA20697.1	CU329672.1;CU329672.1;CU329672.1	508053;508777;508936	508320;508870;509308	+;+;+	735	105
cds-CAA20696.1	CU329672.1	510435	511340	-	906	132
cds-CAA20695.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	512043;512326;512709;513328	512275;512635;513281;513540	-;-;-;-	1329	191
cds-CAB72327.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	513931;514167;514293;514377;514511;514617	514092;514251;514328;514463;514571;514770	-;-;-;-;-;-	585	117
cds-CAA20694.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	514906;515363;515669;515837;516204;516602;516936;517459;517635	515322;515623;515794;516164;516552;516885;517412;517581;517903	-;-;-;-;-;-;-;-;-	2634	293
cds-CAB85446.1	CU329672.1	519540	522584	+	3045	410
cds-CAB85447.2	CU329672.1	524132	525001	+	870	140
cds-CAB58368.1	CU329672.1	525361	525792	+	432	114
cds-CAB58369.1	CU329672.1	526271	526690	-	420	146
cds-CAB58370.1	CU329672.1;CU329672.1;CU329672.1	527602;527751;528190	527665;528092;528647	+;+;+	864	269
cds-CAB58371.1	CU329672.1	529173	530783	+	1611	161
cds-CAB58372.1	CU329672.1	533322	536888	+	3567	678
cds-CAB58373.1	CU329672.1	537326	539854	+	2529	440
cds-CAB58374.1	CU329672.1;CU329672.1	540259;540567	540376;540775	-;-	327	193
cds-CAB58375.1	CU329672.1;CU329672.1	541275;541569	541388;545744	+;+	4290	1855
cds-CAA20434.1	CU329672.1;CU329672.1	546108;549020	548972;549148	-;-	2994	102
cds-CAA20435.1	CU329672.1	550473	552101	-	1629	291
cds-CAA20436.1	CU329672.1;CU329672.1	553185;553648	553565;553704	+;+	438	543
cds-CAA20437.2	CU329672.1;CU329672.1	554521;554865	554744;556200	+;+	1560	46
cds-CAA20438.1	CU329672.1;CU329672.1	556396;558175	558128;558205	-;-	1764	128
cds-CAA20439.1	CU329672.1;CU329672.1;CU329672.1	560067;560215;560516	560098;560341;561277	+;+;+	921	188
cds-CAA20440.1	CU329672.1	562353	563117	-	765	408
cds-CAA20441.1	CU329672.1	565891	567474	-	1584	182
cds-CAA20442.2	CU329672.1;CU329672.1;CU329672.1	568700;569021;569524	568953;569089;569539	-;-;-	339	32
cds-CAA20443.1	CU329672.1	570243	571448	-	1206	776
cds-CAA20444.1	CU329672.1	571710	574472	-	2763	907
cds-CAA20445.1	CU329672.1;CU329672.1	575537;575672	575612;578304	+;+	2709	419
cds-CAA20446.1	CU329672.1	579456	580313	-	858	164
cds-CAA20447.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	580593;580666;581239;581672	580627;581122;581626;582195	+;+;+;+	1404	179
cds-CAA20448.1	CU329672.1;CU329672.1;CU329672.1	584135;584292;584486	584219;584397;585587	+;+;+	1293	201
cds-CAA20449.1	CU329672.1	585906	589853	-	3948	494
cds-CAA20450.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	590326;590566;590997;591183;591322;591522;591623	590457;590951;591067;591258;591482;591575;591654	-;-;-;-;-;-;-	912	174
cds-CAA20451.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	591852;591925;592134;592353;592832;594342	591884;592086;592253;592791;594290;594435	+;+;+;+;+;+	2307	262
cds-CAA21082.1	CU329672.1;CU329672.1	595060;595493	595212;596002	+;+	663	474
cds-CAA21083.1	CU329672.1;CU329672.1;CU329672.1	596368;596667;596842	596512;596761;597078	-;-;-	477	97
cds-CAA21084.1	CU329672.1;CU329672.1	597614;599096	599046;599237	-;-	1575	244
cds-CAA21085.3	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	599520;599654;600101;600247;600416;600728;601940;602065;602227;602367;602517;602572	599601;600061;600209;600378;600679;601885;602025;602161;602326;602429;602527;602803	-;-;-;-;-;-;-;-;-;-;-;-	2742	326
cds-CAA21086.1	CU329672.1;CU329672.1;CU329672.1	603037;603321;603721	603263;603653;604129	+;+;+	969	90
cds-CBA11516.1	CU329672.1;CU329672.1	604405;604857	604805;604872	-;-	417	9
cds-CAA21087.1	CU329672.1	606337	611409	+	5073	625
cds-CAA21088.1	CU329672.1	611900	612550	-	651	840
cds-CAA21089.2	CU329672.1;CU329672.1;CU329672.1	613283;613356;613628	613305;613564;613725	-;-;-	330	162
cds-CAA21090.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	615605;615913;616208;616522;616613	615743;616158;616480;616563;616689	+;+;+;+;+	777	24
cds-CAA21091.1	CU329672.1	620024	623059	+	3036	544
cds-CAA21219.1	CU329672.1	623607	624527	-	921	12
cds-CAA21220.1	CU329672.1	625488	626225	-	738	121
cds-CAA21221.1	CU329672.1;CU329672.1	627212;627793	627697;627804	-;-	498	124
cds-CAA21222.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	628996;629146;630218;630401	629094;629847;630342;630443	-;-;-;-	969	111
cds-CAA21223.1	CU329672.1	632248	633654	+	1407	13
cds-CAA21224.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	634309;634389;634620;634717	634339;634560;634651;636761	+;+;+;+	2280	472
cds-CAA21225.1	CU329672.1	637461	639533	-	2073	472
cds-CAA21958.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	640145;640292;640606;640831;642138	640241;640556;640774;641924;642444	-;-;-;-;-	1932	376
cds-CAA21959.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	643812;645941;646284;646617	645901;646242;646578;649416	+;+;+;+	5487	569
cds-CAA21960.1	CU329672.1	649656	650792	-	1137	136
cds-CAB71863.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	651622;651973;652115;652280;652419	651905;652045;652225;652371;652455	-;-;-;-;-	597	59
cds-CAA21961.1	CU329672.1;CU329672.1	652783;653000	652893;656311	+;+	3423	394
cds-CAA21962.1	CU329672.1	656625	657071	+	447	666
cds-CAB71193.2	CU329672.1	657704	658258	+	555	102
cds-CAA21964.3	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	658832;659223;659567;659709;660298	659139;659488;659628;660197;660321	+;+;+;+;+	1149	171
cds-CAB71194.1	CU329672.1;CU329672.1;CU329672.1	660851;661097;661170	661044;661124;661181	-;-;-	234	144
cds-CAA20741.1	CU329672.1	662342	663988	-	1647	319
cds-CAA20742.1	CU329672.1;CU329672.1	664668;665214	665068;665340	+;+	528	33
cds-CAA20743.1	CU329672.1;CU329672.1;CU329672.1	667171;667479;667737	667433;667683;668069	+;+;+	801	32
cds-CAA20745.2	CU329672.1;CU329672.1	669467;669637	669584;670760	-;-	1242	40
cds-CAA20744.1	CU329672.1;CU329672.1;CU329672.1	668586;668718;669118	668656;669063;669306	+;+;+	606	51
cds-CAO77686.1	CU329672.1	671310	671555	+	246	20
cds-CAA20746.1	CU329672.1	673476	675161	+	1686	235
cds-CAA20747.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	675765;676133;676360;676854	676068;676290;676750;677026	-;-;-;-	1026	61
cds-CAA20748.1	CU329672.1	680362	683562	+	3201	1340
cds-CBA11517.1	CU329672.1;CU329672.1	684828;685049	684947;685192	+;+	264	60
cds-CAA20749.1	CU329672.1;CU329672.1	685901;686204	686085;686792	+;+	774	341
cds-CAA20750.1	CU329672.1;CU329672.1	687754;687833	687781;688671	+;+	867	85
cds-CAA20751.1	CU329672.1;CU329672.1	689568;689703	689645;690167	+;+	543	220
cds-CAA20752.1	CU329672.1	691135	691632	-	498	82
cds-CAA20753.1	CU329672.1	691825	694845	-	3021	313
cds-CAB38631.2	CU329672.1;CU329672.1	695922;696157	696083;697083	+;+	1089	261
cds-CAA20754.2	CU329672.1;CU329672.1;CU329672.1	697605;697875;698180	697752;698127;698399	-;-;-	621	175
cds-CAA20755.1	CU329672.1	699038	699745	+	708	29
cds-CAA20756.1	CU329672.1;CU329672.1	700165;701550	701391;701681	-;-	1359	299
cds-CAC34987.1	CU329672.1	702607	704337	+	1731	140
cds-CAC34988.1	CU329672.1;CU329672.1;CU329672.1	704973;705228;705808	705176;705722;706776	-;-;-	1668	1480
cds-CAD35754.1	CU329672.1;CU329672.1;CU329672.1	708340;708675;708769	708616;708728;708890	+;+;+	453	0
cds-CAC34990.2	CU329672.1	709415	714007	-	4593	675
cds-SPOM_SPCC18B5.02C	CU329672.1	717851	718869	-	1019	172
cds-CAB52150.1	CU329672.1	722234	724867	+	2634	350
cds-CAB52151.1	CU329672.1	726010	726510	+	501	70
cds-CAB52152.1	CU329672.1	727030	728013	-	984	18
cds-CAB52153.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	729133;729266;729380;729735;729890	729212;729319;729678;729841;730522	+;+;+;+;+	1173	146
cds-CAB52154.2	CU329672.1;CU329672.1;CU329672.1	731472;732752;733103	732703;733050;733221	-;-;-	1650	246
cds-CAB52155.1	CU329672.1	733421	736342	-	2922	352
cds-CAB52156.1	CU329672.1	737520	737870	-	351	85
