# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_gluc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_gluc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_gluc_1Aligned.sortedByCoord.out.bam
cds-CAA19322.1	CU329671.1	4158172	4159416	-	1245	23320
cds-CAA19323.1	CU329671.1	4162528	4163676	-	1149	827
cds-CAA19324.1	CU329671.1;CU329671.1	4164659;4165153	4164715;4166877	+;+	1782	812
cds-CAA19325.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	4167588;4167716;4167820;4167944	4167661;4167754;4167893;4171485	+;+;+;+	3729	499
cds-CAA19326.1	CU329671.1;CU329671.1	4172642;4172954	4172887;4173838	+;+	1131	65
cds-CAA19327.1	CU329671.1	4173999	4175447	-	1449	656
cds-CAA19328.1	CU329671.1	4176252	4177712	-	1461	242
cds-CAA19329.1	CU329671.1;CU329671.1	4178610;4180201	4180082;4180488	-;-	1761	314
cds-CAA19330.1	CU329671.1	4180866	4182410	-	1545	250
cds-CAA19331.1	CU329671.1;CU329671.1	4182792;4184320	4184185;4184524	-;-	1599	577
cds-CAA17690.2	CU329671.1	4185473	4186894	-	1422	285
cds-CAA17691.1	CU329671.1	4187707	4188729	-	1023	833
cds-CAA17692.1	CU329671.1;CU329671.1	4189967;4190267	4189967;4191234	+;+	969	511
cds-CAA17693.1	CU329671.1;CU329671.1	4191623;4194008	4193956;4194157	-;-	2484	249
cds-CAA17694.1	CU329671.1	4196295	4199747	+	3453	668
cds-CAA17695.1	CU329671.1;CU329671.1;CU329671.1	4200076;4200335;4200507	4200276;4200458;4201702	-;-;-	1521	82
cds-CAB46772.1	CU329671.1	4203417	4205852	+	2436	939
cds-CAB46773.1	CU329671.1	4206247	4207617	+	1371	467
cds-CAB46774.1	CU329671.1;CU329671.1;CU329671.1	4208298;4208418;4208566	4208377;4208499;4209279	+;+;+	876	104
cds-CAB46775.1	CU329671.1	4211087	4213423	+	2337	130
cds-CAB46776.1	CU329671.1	4213640	4214749	-	1110	45
cds-CAB46777.2	CU329671.1;CU329671.1	4215006;4215208	4215156;4215869	+;+	813	807
cds-CAA19022.1	CU329671.1	4216147	4217103	-	957	416
cds-CAA19023.1	CU329671.1	4218674	4219480	+	807	119
cds-CAA19024.1	CU329671.1;CU329671.1	4219903;4219966	4219923;4220418	+;+	474	118
cds-CAA19025.1	CU329671.1;CU329671.1	4220945;4222177	4221906;4222366	-;-	1152	1693
cds-CAA19026.1	CU329671.1	4223177	4223869	+	693	103
cds-CAA19027.1	CU329671.1;CU329671.1;CU329671.1	4224140;4224453;4225128	4224410;4225031;4225342	-;-;-	1065	206
cds-CAA19028.1	CU329671.1	4227286	4228350	+	1065	243
cds-CAA19029.1	CU329671.1;CU329671.1;CU329671.1	4228817;4229112;4229858	4229044;4229810;4230463	+;+;+	1533	255
cds-CAA19030.1	CU329671.1;CU329671.1	4231953;4232298	4232200;4232949	+;+	900	120
cds-CAA19031.1	CU329671.1	4233197	4233784	-	588	122
cds-CAA19038.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	4233935;4234081;4234864;4235051;4235633;4236057	4233979;4234816;4235000;4235543;4236009;4236137	-;-;-;-;-;-	1869	123
cds-CAA19032.1	CU329671.1	4237222	4237602	+	381	23
cds-CAA19033.1	CU329671.1;CU329671.1	4238325;4239291	4239038;4239326	-;-	750	2705
cds-CAA19034.1	CU329671.1;CU329671.1	4240442;4242151	4241858;4242662	-;-	1929	214
cds-CAA19035.1	CU329671.1;CU329671.1;CU329671.1	4244000;4244360;4244498	4244089;4244390;4246860	+;+;+	2484	297
cds-CAA19036.1	CU329671.1	4247818	4249500	+	1683	129
cds-CAA19037.1	CU329671.1	4250067	4251341	+	1275	230
cds-CAC41385.1	CU329671.1	4251907	4252224	+	318	0
cds-CAB86886.2	CU329671.1	4253265	4254440	+	1176	292
cds-CAB86887.2	CU329671.1	4256509	4258293	+	1785	343
cds-CAA16870.1	CU329671.1;CU329671.1;CU329671.1	4260349;4260939;4261163	4260876;4261072;4261319	-;-;-	819	34
cds-CAA16869.1	CU329671.1	4262473	4263945	-	1473	357
cds-CAA16868.1	CU329671.1	4265559	4267358	+	1800	211
cds-CAA16867.1	CU329671.1;CU329671.1	4267784;4267920	4267870;4268090	-;-	258	49
cds-CAA16866.1	CU329671.1;CU329671.1	4268991;4269136	4269045;4270448	+;+	1368	1162
cds-CAA16865.3	CU329671.1	4271131	4271937	-	807	204
cds-CAA16864.1	CU329671.1	4272341	4274665	-	2325	372
cds-CAA16863.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	4275257;4275339;4275915;4276350;4276751	4275288;4275762;4276302;4276699;4276888	+;+;+;+;+	1332	301
cds-CAA16862.1	CU329671.1	4276973	4279591	-	2619	368
cds-CAA16861.1	CU329671.1	4279996	4281525	-	1530	203
cds-CAB59876.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	4282154;4282204;4282553;4282642;4282812	4282156;4282372;4282585;4282763;4283513	+;+;+;+;+	1029	206
cds-CAA16859.1	CU329671.1;CU329671.1;CU329671.1	4283938;4284224;4284660	4283955;4284597;4285122	+;+;+	855	2705
cds-CAA16858.1	CU329671.1	4286042	4287070	+	1029	337
cds-CAA16857.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	4287361;4288287;4288419;4288475	4288228;4288376;4288433;4288668	-;-;-;-	1167	138
cds-CAA16856.1	CU329671.1;CU329671.1;CU329671.1	4288945;4289067;4289563	4289016;4289143;4290472	+;+;+	1059	351
cds-CAA16855.1	CU329671.1	4291026	4291688	-	663	134
cds-CAA16854.1	CU329671.1	4293597	4295573	+	1977	164
cds-CAA16853.1	CU329671.1	4297584	4298627	+	1044	1586
cds-CAK9841109.1	CU329671.1;CU329671.1;CU329671.1	4299042;4299858;4300263	4299794;4300036;4300452	-;-;-	1122	256
cds-CAC05244.1	CU329671.1	4301185	4302615	-	1431	657
cds-CAC05245.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	4303141;4305018;4305140;4305239	4304977;4305084;4305194;4305367	-;-;-;-	2088	292
cds-CAC05246.1	CU329671.1;CU329671.1	4306029;4307158	4307092;4307851	+;+	1758	134
cds-CAC05247.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	4308056;4308433;4308816;4309309;4309676	4308379;4308777;4309251;4309608;4309824	-;-;-;-;-	1554	87
cds-CAC05248.1	CU329671.1;CU329671.1;CU329671.1	4310239;4311436;4311627	4311346;4311559;4311756	-;-;-	1362	206
cds-CAC05249.1	CU329671.1	4312763	4313854	+	1092	243
cds-CAC05250.1	CU329671.1	4314488	4315240	+	753	94
cds-CAC05251.1	CU329671.1	4316288	4318609	+	2322	892
cds-CAC05252.1	CU329671.1;CU329671.1;CU329671.1	4318947;4319082;4319542	4319033;4319448;4319603	+;+;+	516	105
cds-CAC05253.2	CU329671.1	4320120	4321541	-	1422	55
cds-CBA11512.1	CU329671.1	4322221	4322622	-	402	221
cds-CAA16910.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	4322829;4331641;4331856;4332007	4331555;4331793;4331968;4332028	-;-;-;-	9015	1866
cds-CAA16911.4	CU329671.1;CU329671.1;CU329671.1	4332356;4332541;4332746	4332454;4332687;4333123	-;-;-	624	56
cds-CAA16912.1	CU329671.1	4334150	4335202	+	1053	51
cds-CAA16913.1	CU329671.1;CU329671.1	4335619;4335741	4335687;4336244	+;+	573	790
cds-CAA16914.1	CU329671.1;CU329671.1	4337012;4337226	4337185;4341452	+;+	4401	1712
cds-CAA16915.2	CU329671.1;CU329671.1;CU329671.1	4341801;4343117;4343255	4342921;4343198;4343368	-;-;-	1317	1072
cds-CAA16921.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	4344557;4344783;4345028;4345226	4344735;4344971;4345099;4345430	-;-;-;-	645	897
cds-CAA16916.1	CU329671.1	4346652	4348988	+	2337	713
cds-CAA16917.1	CU329671.1;CU329671.1	4349995;4350596	4350558;4351174	+;+	1143	51
cds-CAA16918.1	CU329671.1	4351896	4352279	+	384	1653
cds-CAA16919.1	CU329671.1	4352663	4354075	-	1413	149
cds-CAA16920.2	CU329671.1;CU329671.1	4354568;4357000	4356937;4357020	-;-	2391	1415
cds-CAA19317.1	CU329671.1	4357993	4359459	+	1467	120
cds-CAA19316.1	CU329671.1;CU329671.1	4360640;4360975	4360754;4362842	+;+	1983	173
cds-CAB51333.1	CU329671.1	4363050	4363682	-	633	125
cds-CAB51334.1	CU329671.1	4364016	4365176	+	1161	111
cds-CAB51335.1	CU329671.1	4365385	4366767	-	1383	1132
cds-CAB51336.1	CU329671.1;CU329671.1	4368389;4368635	4368448;4369414	+;+	840	276
cds-CAB51337.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	4370000;4370111;4370563;4370774;4370967;4371241;4371819	4370068;4370512;4370733;4370911;4371197;4371777;4372478	+;+;+;+;+;+;+	2208	131
cds-CAB51338.1	CU329671.1;CU329671.1	4372917;4373052	4372994;4373237	+;+	264	264
cds-CAB51339.1	CU329671.1;CU329671.1;CU329671.1	4373675;4374842;4375043	4374734;4374885;4375075	-;-;-	1137	721
cds-CAB51340.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	4375857;4376062;4376295;4376423;4376665	4375962;4376092;4376367;4376621;4376810	+;+;+;+;+	555	92
cds-CAB51341.1	CU329671.1	4377221	4379500	-	2280	1378
cds-CAB51342.1	CU329671.1;CU329671.1	4380486;4380754	4380631;4381237	+;+	630	171
cds-CAB51343.2	CU329671.1	4381640	4383541	-	1902	326
cds-CAB38682.1	CU329671.1;CU329671.1;CU329671.1	4384281;4384816;4385450	4384704;4385387;4385557	-;-;-	1104	293
cds-CAB38683.1	CU329671.1;CU329671.1;CU329671.1	4386347;4386819;4387191	4386684;4387005;4387316	-;-;-	651	426
cds-CAB38684.1	CU329671.1;CU329671.1	4388343;4391022	4390826;4391153	-;-	2616	964
cds-CAB38685.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	4392091;4392288;4392432;4392522;4392608	4392231;4392388;4392474;4392560;4392610	-;-;-;-;-	327	465
cds-CAB38686.1	CU329671.1;CU329671.1	4393946;4395257	4395211;4395436	-;-	1446	382
cds-CAB38687.1	CU329671.1	4396053	4397099	-	1047	237
cds-CAB38688.1	CU329671.1	4397340	4398767	+	1428	139
cds-CAB38689.1	CU329671.1	4399320	4399991	+	672	315
cds-CAB38690.1	CU329671.1	4400616	4402847	-	2232	236
cds-CAB38691.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	4404561;4404647;4404790;4404912;4405217;4405522	4404605;4404751;4404862;4405171;4405460;4405817	+;+;+;+;+;+	1023	199
cds-CAB38692.2	CU329671.1;CU329671.1	4405971;4406027	4405987;4407107	+;+	1098	110
cds-CAB38693.1	CU329671.1	4408061	4409188	-	1128	162
cds-CAB38694.1	CU329671.1	4412376	4413350	+	975	17
cds-CAB64236.1	CU329671.1	4414657	4418658	+	4002	6
cds-CAB38695.1	CU329671.1	4421413	4425264	+	3852	192
cds-CAB38696.2	CU329671.1	4426235	4428619	-	2385	719
cds-CAA16998.1	CU329671.1	4430190	4431533	+	1344	59
cds-CAA16997.1	CU329671.1	4432418	4433395	-	978	1540
cds-CAA16996.1	CU329671.1	4434367	4435608	-	1242	2434
cds-CBA11513.1	CU329671.1	4441340	4441609	-	270	27
cds-CAA16994.2	CU329671.1	4444252	4445970	+	1719	6960
cds-CAB68657.1	CU329671.1	4447557	4448918	+	1362	3452
cds-CAB68658.1	CU329671.1	4453078	4453803	+	726	886
cds-CAC21403.1	CU329671.1	4458010	4459767	+	1758	1709
cds-CAC21404.1	CU329671.1	4460559	4461704	+	1146	43
cds-CAC21407.2	CU329671.1	4466754	4467515	+	762	37
cds-CAC21408.1	CU329671.1	4469200	4471005	-	1806	42
cds-CAC21409.2	CU329671.1;CU329671.1	4474145;4474438	4474403;4474931	-;-	753	0
cds-CAC21410.1	CU329671.1	4476012	4476674	+	663	2
cds-CAC21411.1	CU329671.1	4479110	4480162	-	1053	158
cds-CAC21412.1	CU329671.1	4482569	4483678	-	1110	98
cds-CAC21413.1	CU329671.1	4484059	4485156	+	1098	44
cds-CAC21414.1	CU329671.1	4485277	4487418	-	2142	854
cds-CAC21415.1	CU329671.1	4488491	4490050	+	1560	285
cds-CAC21416.1	CU329671.1;CU329671.1	4492580;4492905	4492854;4493322	-;-	693	0
cds-CAC21417.1	CU329671.1	4496373	4496984	+	612	0
cds-CAC21418.1	CU329671.1	4497937	4499394	-	1458	0
cds-CAC21419.1	CU329671.1	4501956	4502396	-	441	0
cds-CAC21420.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	4502692;4502787;4503068;4503527	4502725;4502857;4503286;4503664	+;+;+;+	462	23
cds-CAC21421.1	CU329671.1	4503910	4504944	-	1035	0
cds-CAO77670.1	CU329671.1;CU329671.1	4506606;4506984	4506925;4507473	-;-	810	0
cds-CAO77671.1	CU329671.1	4508450	4508809	+	360	0
cds-CCD31385.1	CU329671.1	4512231	4512620	+	390	0
cds-CAO77673.1	CU329671.1;CU329671.1	4513701;4514112	4514053;4514601	-;-	843	1
cds-SPOM_SPBCPT2R1.05C	CU329671.1	4515203	4515379	-	177	0
cds-SPOM_SPBCPT2R1.06C	CU329671.1;CU329671.1	4519772;4520111	4520108;4520391	-;-	618	0
cds-SPOM_SPBCPT2R1.07C	CU329671.1	4523274	4524970	-	1697	0
cds-SPOM_SPBCPT2R1.10	CU329671.1	4526225	4526884	+	660	0
cds-CAO77679.1	CU329671.1	4526885	4532644	+	5760	1
cds-CAC22108.1	CU329672.1	28680	29423	-	744	24
cds-CAC22109.1	CU329672.1	31185	31520	-	336	9
cds-SPOM_SPCP20C8.03	CU329672.1;CU329672.1	32624;32959	32956;33393	+;+	768	23
cds-CCD31386.1	CU329672.1	36421	36657	+	237	1
cds-CAO77681.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	36972;37169;37872;38193	36985;37724;38142;38788	+;+;+;+	1437	47
cds-CAA21158.3	CU329672.1	43845	45071	+	1227	167
cds-CAA21227.1	CU329672.1	45695	46912	-	1218	59
cds-CAA21228.1	CU329672.1	47741	48475	-	735	252
cds-CAA21229.2	CU329672.1;CU329672.1;CU329672.1	50527;50602;50678	50552;50626;52537	+;+;+	1911	342
cds-CAA21230.1	CU329672.1	52910	54112	-	1203	348
cds-CAA21231.1	CU329672.1;CU329672.1;CU329672.1	55579;55666;55823	55608;55779;56029	+;+;+	351	10
cds-CAA21232.1	CU329672.1	56927	58465	-	1539	1234
cds-CBA11514.1	CU329672.1;CU329672.1	60428;60548	60490;60694	-;-	210	106
cds-CAA21233.1	CU329672.1;CU329672.1;CU329672.1	62999;63217;63436	63162;63336;64027	+;+;+	876	122
cds-CAA21234.1	CU329672.1	65489	66685	-	1197	312
cds-CAA21235.2	CU329672.1;CU329672.1	68531;69017	68953;69235	+;+	642	52
cds-CAA21236.1	CU329672.1	69641	71056	-	1416	151
cds-CAA21237.1	CU329672.1	73483	75360	+	1878	807
cds-CAA21238.1	CU329672.1	78044	79612	+	1569	88
cds-CAA21239.2	CU329672.1	80547	82040	+	1494	140
cds-CAA21054.1	CU329672.1	82860	84353	+	1494	166
cds-CAA21055.1	CU329672.1	85363	85932	+	570	146
cds-CAA21056.1	CU329672.1	86370	88610	-	2241	149
cds-CAA21057.1	CU329672.1;CU329672.1	88905;89421	89136;89557	-;-	369	2457
cds-CAA21058.1	CU329672.1	89780	90349	+	570	2477
cds-CAA21059.1	CU329672.1	91686	92723	+	1038	56
cds-CAA21060.2	CU329672.1;CU329672.1;CU329672.1	93146;93285;93618	93230;93496;94169	+;+;+	849	120
cds-CAA21061.1	CU329672.1;CU329672.1;CU329672.1	94731;94909;95116	94831;95046;96031	+;+;+	1155	121
cds-CAA21062.1	CU329672.1	96721	98001	+	1281	689
cds-CAA21063.1	CU329672.1	98721	99485	-	765	43
cds-CAA21064.1	CU329672.1	100255	102171	-	1917	203
cds-CAA21065.1	CU329672.1	102685	105576	-	2892	396
cds-CAA21066.1	CU329672.1;CU329672.1	105680;105785	105736;107419	+;+	1692	234
cds-CAD47846.1	CU329672.1;CU329672.1	108005;108318	108257;108337	-;-	273	11
cds-CAA20908.1	CU329672.1;CU329672.1;CU329672.1	109871;109994;110311	109938;110171;110502	-;-;-	438	552
cds-CAA20909.1	CU329672.1	112305	113378	-	1074	27
cds-CCD31387.1	CU329672.1;CU329672.1;CU329672.1	114921;114984;115183	114926;115116;115256	+;+;+	213	23
cds-CAA20910.1	CU329672.1	115781	116575	-	795	432
cds-CCD31388.1	CU329672.1	117578	117847	-	270	88
cds-CAA20911.1	CU329672.1	118423	118893	-	471	1312
cds-CAA20912.1	CU329672.1	120913	122415	-	1503	298
cds-CAA20913.1	CU329672.1	124563	125978	+	1416	324
cds-CAA20914.1	CU329672.1	127294	129198	+	1905	285
cds-CAA20915.2	CU329672.1	129931	131013	+	1083	146
cds-CAA20916.1	CU329672.1	131517	135560	+	4044	462
cds-CAA20917.1	CU329672.1	135957	136499	-	543	364
cds-CAA20918.1	CU329672.1	137021	137749	+	729	45
cds-CAA20919.1	CU329672.1	138096	138545	-	450	693
cds-CAA20920.1	CU329672.1	139222	140193	-	972	286
cds-CAD88263.1	CU329672.1	141662	142729	+	1068	106
cds-CAA20922.1	CU329672.1;CU329672.1	143220;143294	143227;143843	-;-	558	58
cds-CAA20923.1	CU329672.1;CU329672.1;CU329672.1	144380;144589;144838	144435;144675;145237	+;+;+	543	80
cds-CAA18312.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	146210;147298;147669;147868	147251;147617;147731;148128	-;-;-;-	1686	370
cds-CAK9841248.1	CU329672.1;CU329672.1;CU329672.1	149153;150279;150374	150163;150323;150589	-;-;-	1272	130
cds-CAA18310.1	CU329672.1	151307	152824	-	1518	442
cds-CAA18308.1	CU329672.1;CU329672.1	158577;159251	159193;159503	-;-	870	104
cds-CAA18309.1	CU329672.1	155906	158191	+	2286	134
cds-CAA18307.1	CU329672.1	159993	161996	-	2004	215
cds-CAA18306.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	163074;163219;163357;163541;163754;163864;163959;164338;164783;164931;165104;165229;165385	163175;163294;163493;163696;163819;163906;164291;164726;164884;165059;165178;165336;165561	+;+;+;+;+;+;+;+;+;+;+;+;+	1893	196
cds-CAA18305.1	CU329672.1	165922	168525	-	2604	425
cds-CAA18304.1	CU329672.1	174183	176159	+	1977	4258
cds-CAA18303.1	CU329672.1	176957	178048	+	1092	761
cds-CAA21107.2	CU329672.1;CU329672.1	179039;179105	179065;180586	+;+	1509	106
cds-CAA21108.1	CU329672.1;CU329672.1;CU329672.1	181068;181368;181830	181319;181776;181966	-;-;-	798	77
cds-CAA21109.1	CU329672.1	183023	186877	-	3855	609
cds-CBA11515.1	CU329672.1;CU329672.1;CU329672.1	188100;188323;188468	188149;188414;188592	+;+;+	267	49
cds-CAA21110.1	CU329672.1;CU329672.1	189259;189844	189783;190092	+;+	774	106
cds-CAA21111.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	190730;191023;191238;191526	190845;191179;191402;191822	+;+;+;+	735	90
cds-CAA21112.1	CU329672.1	192446	193126	-	681	16
cds-CAA21113.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	194552;194694;195499;195971	194603;195460;195918;196426	+;+;+;+	1695	314
cds-CAA21114.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	196809;198905;199029;199196;199279	198830;198970;199133;199223;199316	-;-;-;-;-	2259	219
cds-CAA21115.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	200130;200172;200365;200643;200750;200900	200131;200276;200459;200683;200844;200987	+;+;+;+;+;+	426	423
cds-CAA21116.1	CU329672.1	201772	202707	-	936	2
cds-CAA21117.1	CU329672.1	204733	206340	+	1608	89
cds-CCD31389.1	CU329672.1	209313	209765	-	453	3
cds-CCD31390.1	CU329672.1	210809	211288	+	480	19
cds-CAA21118.1	CU329672.1	212313	213953	+	1641	1203
cds-CAE54965.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	215424;215850;216187;216591	215600;216078;216498;216910	+;+;+;+	1038	203
cds-SPOM_SPCC548.02C	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	219185;219315;219409;219734;220148	219261;219368;219684;219979;220286	-;-;-;-;-	792	0
cds-CAK9841274.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	221199;221395;221498;221726;222065;222566	221344;221457;221689;222016;222337;222701	-;-;-;-;-;-	1101	0
cds-CAK9841275.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	221199;221395;221498;221726;222065	221344;221457;221689;222016;222347	-;-;-;-;-	975	0
cds-CAB94946.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	223385;223451;223687;223853	223407;223603;223796;223860	+;+;+;+	294	60
cds-CAB94947.1	CU329672.1;CU329672.1	224087;225323	225172;225643	-;-	1407	175
cds-CAB94948.1	CU329672.1	226757	228400	-	1644	1703
cds-CAB94949.1	CU329672.1	232834	234507	-	1674	42
cds-CAB59612.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	237554;237975;238139;238588;239151	237923;238080;238533;239092;239250	+;+;+;+;+	1476	81
cds-CAA19129.1	CU329672.1	239781	241208	-	1428	89
cds-CAA19130.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	243855;244160;244455;244802;244893	243993;244405;244760;244843;244969	+;+;+;+;+	810	7
cds-CAA19131.1	CU329672.1	245964	247628	+	1665	43
cds-CAA19132.1	CU329672.1	248551	250194	-	1644	159
cds-CAK9841285.1	CU329672.1	256363	256950	-	588	43
cds-CAA19133.1	CU329672.1	260437	261732	+	1296	103
cds-CAA19134.1	CU329672.1;CU329672.1;CU329672.1	262811;262971;263093	262884;263041;264399	+;+;+	1452	1053
cds-CAA19135.1	CU329672.1;CU329672.1	265445;265685	265644;267881	+;+	2397	785
cds-CAA19136.1	CU329672.1	268097	269479	-	1383	7328
cds-CAA19137.1	CU329672.1	270966	272465	+	1500	189
cds-CAA19138.1	CU329672.1	273167	274597	-	1431	739
cds-CAA19139.1	CU329672.1	275514	277211	-	1698	9124
cds-CAB62381.1	CU329672.1;CU329672.1	278906;279027	278983;279209	+;+	261	166
cds-CAA19140.2	CU329672.1	279434	280999	+	1566	514
cds-CAA19263.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	281902;281981;282056;282204	281936;281986;282137;282410	+;+;+;+	330	88
cds-CAA19262.1	CU329672.1	283422	284471	-	1050	1360
cds-CAA19261.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	287640;287947;288968;289316	287905;288925;289276;289486	+;+;+;+	1725	239
cds-CAA19260.1	CU329672.1;CU329672.1;CU329672.1	289912;290063;292261	290007;292215;293014	+;+;+	3003	744
cds-CAA19259.2	CU329672.1;CU329672.1;CU329672.1;CU329672.1	293444;293976;294462;295021	293936;294415;294974;295218	+;+;+;+	1644	132
cds-CAA19258.1	CU329672.1;CU329672.1;CU329672.1	295482;296068;296357	295967;296266;296487	-;-;-	816	525
cds-SPOM_SPCC553.05C	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	297140;297266;297349;297705;298119	297216;297307;297655;297950;298258	-;-;-;-;-	812	5
cds-CAA19257.1	CU329672.1;CU329672.1	300340;302158	302102;302227	-;-	1833	213
cds-CAA19256.1	CU329672.1;CU329672.1	302352;304980	304934;305210	-;-	2814	258
cds-CAA19255.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	305988;306247;306624;307082;308292;308453	306194;306574;307035;308091;308408;308481	-;-;-;-;-;-	2103	976
cds-CAA19254.4	CU329672.1	310539	312686	+	2148	70
cds-CAA19266.1	CU329672.1	313183	314043	+	861	62
cds-CAA19267.1	CU329672.1	314364	315653	-	1290	130
cds-CAA19268.1	CU329672.1	316725	317852	-	1128	462
cds-CAK9841309.1	CU329672.1;CU329672.1;CU329672.1	320617;320964;321387	320755;321335;321523	+;+;+	648	31
cds-CAA19270.1	CU329672.1	323032	324867	+	1836	170
cds-CAA19271.1	CU329672.1;CU329672.1	324921;326947	326872;327094	-;-	2100	174
cds-CAA19272.1	CU329672.1;CU329672.1	327542;327702	327623;329461	+;+	1842	615
cds-CAA19273.1	CU329672.1	329749	330444	-	696	70
cds-CAA19274.1	CU329672.1	332025	332483	-	459	207
cds-CAA19275.1	CU329672.1;CU329672.1	334137;334637	334265;337012	+;+	2505	324
cds-CAA19276.3	CU329672.1;CU329672.1;CU329672.1;CU329672.1;CU329672.1	337829;338030;338232;338395;339483	337985;338178;338347;339354;339567	-;-;-;-;-	1467	334
cds-CAA19277.1	CU329672.1	340769	341788	-	1020	385
cds-CAA19278.1	CU329672.1;CU329672.1	343034;343352	343084;345949	+;+	2649	350
cds-CAA19279.1	CU329672.1	349172	350227	+	1056	1468
cds-CAA19280.2	CU329672.1;CU329672.1;CU329672.1	354456;354856;355269	354756;354946;357252	+;+;+	2376	808
cds-CAA20661.1	CU329672.1	358264	359733	-	1470	973
cds-CAA20662.1	CU329672.1	361356	361682	+	327	16
cds-CAA20663.2	CU329672.1	362699	363733	-	1035	140
cds-CAA20664.1	CU329672.1	364204	365478	-	1275	116
cds-CAA20665.1	CU329672.1;CU329672.1	365928;366954	366917;366989	-;-	1026	75
cds-CAA20666.1	CU329672.1;CU329672.1	368179;368840	368790;368995	-;-	768	179
cds-CAK9841327.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	371284;371353;371498;371612	371286;371438;371546;371677	+;+;+;+	204	208
cds-CAA20668.1	CU329672.1	372447	375086	-	2640	427
cds-CAA20669.1	CU329672.1;CU329672.1	375965;376628	376590;377882	-;-	1881	105
cds-CAK9841331.1	CU329672.1;CU329672.1;CU329672.1	379065;379728;380660	379652;380604;380823	-;-;-	1629	645
cds-CAA20670.1	CU329672.1;CU329672.1	378229;378690	378523;378925	+;+	531	156
cds-CAA20672.1	CU329672.1;CU329672.1	382377;382813	382767;383138	+;+	717	34
cds-CAA20673.1	CU329672.1;CU329672.1	384473;384821	384690;385868	+;+	1266	240
cds-CAA20674.1	CU329672.1	386124	388235	-	2112	486
cds-CAA20675.1	CU329672.1;CU329672.1;CU329672.1	388702;389318;389534	389218;389412;389824	-;-;-	903	150
cds-CAA20676.1	CU329672.1;CU329672.1	390747;390842	390797;391765	+;+	975	684
cds-CAA20677.1	CU329672.1;CU329672.1;CU329672.1;CU329672.1	392323;392486;393075;394172	392434;393025;394134;394184	-;-;-;-	1725	209
cds-CAA20678.1	CU329672.1	394883	396256	-	1374	211
cds-CAA20679.1	CU329672.1	399080	399898	+	819	81
cds-CAA20680.1	CU329672.1	400767	401348	+	582	1508
cds-CAA20681.1	CU329672.1	402249	404498	+	2250	259
cds-CAA20682.2	CU329672.1;CU329672.1	405612;406303	405829;407251	+;+	1167	795
cds-CAB41650.1	CU329672.1;CU329672.1	408244;408758	408693;408823	-;-	516	267
cds-CAB41651.1	CU329672.1	409839	412067	-	2229	163
cds-CAB41652.1	CU329672.1	412765	415527	-	2763	417
cds-CAB41653.1	CU329672.1;CU329672.1;CU329672.1	416424;416616;417005	416532;416779;417577	-;-;-	846	93
